s,v,T_stride,lam1_re,lam1_im,lam2_re,lam2_im,lam3_re,lam3_im,abs_lam1,abs_lam2,abs_lam3,stable
0.230160,0.063490,3.625147,-1.00000000,0.00000000,0.97386483,0.00000000,0.00000000,0.00000000,1.00000000,0.97386483,0.00000000,1
0.233066,0.064290,3.625246,-1.00000000,0.00000000,0.97320033,0.00000000,0.00000000,0.00000000,1.00000000,0.97320033,0.00000000,1
0.235972,0.065089,3.625346,-1.00000000,0.00000000,0.97252746,0.00000000,0.00000000,0.00000000,1.00000000,0.97252746,0.00000000,1
0.238878,0.065889,3.625447,-1.00000000,0.00000000,0.97184622,0.00000000,0.00000000,0.00000000,1.00000000,0.97184622,0.00000000,1
0.241784,0.066689,3.625549,-1.00000000,0.00000000,0.97115662,0.00000000,0.00000000,0.00000000,1.00000000,0.97115662,0.00000000,1
0.244689,0.067488,3.625651,-1.00000000,0.00000000,0.97045865,0.00000000,0.00000000,0.00000000,1.00000000,0.97045865,0.00000000,1
0.247595,0.068288,3.625755,-1.00000000,0.00000000,0.96975232,0.00000000,0.00000000,0.00000000,1.00000000,0.96975232,0.00000000,1
0.250501,0.069087,3.625859,-1.00000000,0.00000000,0.96903761,0.00000000,0.00000000,0.00000000,1.00000000,0.96903761,0.00000000,1
0.253407,0.069887,3.625964,-1.00000000,0.00000000,0.96831453,0.00000000,0.00000000,0.00000000,1.00000000,0.96831453,0.00000000,1
0.256313,0.070686,3.626070,-1.00000000,0.00000000,0.96758308,0.00000000,0.00000000,0.00000000,1.00000000,0.96758308,0.00000000,1
0.259218,0.071485,3.626176,-1.00000000,0.00000000,0.96684326,0.00000000,0.00000000,0.00000000,1.00000000,0.96684326,0.00000000,1
0.262124,0.072285,3.626284,-1.00000000,0.00000000,0.96609507,0.00000000,0.00000000,0.00000000,1.00000000,0.96609507,0.00000000,1
0.265030,0.073084,3.626392,-1.00000000,0.00000000,0.96533850,0.00000000,0.00000000,0.00000000,1.00000000,0.96533850,0.00000000,1
0.267936,0.073883,3.626501,-1.00000000,0.00000000,0.96457355,0.00000000,0.00000000,0.00000000,1.00000000,0.96457355,0.00000000,1
0.270842,0.074682,3.626610,-1.00000000,0.00000000,0.96380023,0.00000000,0.00000000,0.00000000,1.00000000,0.96380023,0.00000000,1
0.273747,0.075481,3.626720,-1.00000000,0.00000000,0.96301853,0.00000000,0.00000000,0.00000000,1.00000000,0.96301853,0.00000000,1
0.276653,0.076280,3.626831,-1.00000000,0.00000000,0.96222845,0.00000000,0.00000000,0.00000000,1.00000000,0.96222845,0.00000000,1
0.279559,0.077078,3.626942,-1.00000000,0.00000000,0.96142999,0.00000000,0.00000000,0.00000000,1.00000000,0.96142999,0.00000000,1
0.282465,0.077877,3.627054,-1.00000000,0.00000000,0.96062315,0.00000000,0.00000000,0.00000000,1.00000000,0.96062315,0.00000000,1
0.285371,0.078676,3.627167,-1.00000000,0.00000000,0.95980793,0.00000000,0.00000000,0.00000000,1.00000000,0.95980793,0.00000000,1
0.288277,0.079475,3.627280,-1.00000000,0.00000000,0.95898433,0.00000000,0.00000000,0.00000000,1.00000000,0.95898433,0.00000000,1
0.291182,0.080273,3.627394,-1.00000000,0.00000000,0.95815234,0.00000000,0.00000000,0.00000000,1.00000000,0.95815234,0.00000000,1
0.294088,0.081072,3.627508,-1.00000000,0.00000000,0.95731196,0.00000000,0.00000000,0.00000000,1.00000000,0.95731196,0.00000000,1
0.296994,0.081870,3.627623,-1.00000000,0.00000000,0.95646319,0.00000000,0.00000000,0.00000000,1.00000000,0.95646319,0.00000000,1
0.299900,0.082669,3.627739,-1.00000000,0.00000000,0.95560603,0.00000000,0.00000000,0.00000000,1.00000000,0.95560603,0.00000000,1
0.302806,0.083467,3.627855,-1.00000000,0.00000000,0.95474048,0.00000000,0.00000000,0.00000000,1.00000000,0.95474048,0.00000000,1
0.305711,0.084265,3.627972,-1.00000000,0.00000000,0.95386653,0.00000000,0.00000000,0.00000000,1.00000000,0.95386653,0.00000000,1
0.308617,0.085063,3.628089,-1.00000000,0.00000000,0.95298419,0.00000000,0.00000000,0.00000000,1.00000000,0.95298419,0.00000000,1
0.311523,0.085861,3.628207,-1.00000000,0.00000000,0.95209344,0.00000000,0.00000000,0.00000000,1.00000000,0.95209344,0.00000000,1
0.314429,0.086659,3.628326,-1.00000000,0.00000000,0.95119429,0.00000000,0.00000000,0.00000000,1.00000000,0.95119429,0.00000000,1
0.317335,0.087457,3.628445,-1.00000000,0.00000000,0.95028674,0.00000000,0.00000000,0.00000000,1.00000000,0.95028674,0.00000000,1
0.320240,0.088255,3.628565,-1.00000000,0.00000000,0.94937078,0.00000000,0.00000000,0.00000000,1.00000000,0.94937078,0.00000000,1
0.323146,0.089053,3.628685,-1.00000000,0.00000000,0.94844640,0.00000000,0.00000000,0.00000000,1.00000000,0.94844640,0.00000000,1
0.326052,0.089851,3.628806,-1.00000000,0.00000000,0.94751362,0.00000000,0.00000000,0.00000000,1.00000000,0.94751362,0.00000000,1
0.328958,0.090649,3.628927,-1.00000000,0.00000000,0.94657241,0.00000000,0.00000000,0.00000000,1.00000000,0.94657241,0.00000000,1
0.331864,0.091446,3.629049,-1.00000000,0.00000000,0.94562279,0.00000000,0.00000000,0.00000000,1.00000000,0.94562279,0.00000000,1
0.334770,0.092244,3.629172,-1.00000000,0.00000000,0.94466475,0.00000000,0.00000000,0.00000000,1.00000000,0.94466475,0.00000000,1
0.337675,0.093042,3.629295,-1.00000000,0.00000000,0.94369829,0.00000000,0.00000000,0.00000000,1.00000000,0.94369829,0.00000000,1
0.340581,0.093839,3.629419,-1.00000000,0.00000000,0.94272342,0.00000000,0.00000000,0.00000000,1.00000000,0.94272342,0.00000000,1
0.343487,0.094636,3.629543,-1.00000000,0.00000000,0.94174013,0.00000000,0.00000000,0.00000000,1.00000000,0.94174013,0.00000000,1
0.346393,0.095434,3.629668,-1.00000000,0.00000000,0.94074844,0.00000000,0.00000000,0.00000000,1.00000000,0.94074844,0.00000000,1
0.349299,0.096231,3.629794,-1.00000000,0.00000000,0.93974835,0.00000000,0.00000000,0.00000000,1.00000000,0.93974835,0.00000000,1
0.352204,0.097028,3.629920,-1.00000000,0.00000000,0.93873988,0.00000000,0.00000000,0.00000000,1.00000000,0.93873988,0.00000000,1
0.355110,0.097825,3.630048,-1.00000000,0.00000000,0.93772309,0.00000000,0.00000000,0.00000000,1.00000000,0.93772309,0.00000000,1
0.358016,0.098622,3.630177,-1.00000000,0.00000000,0.93669790,0.00000000,0.00000000,0.00000000,1.00000000,0.93669790,0.00000000,1
0.360922,0.099419,3.630306,-1.00000000,0.00000000,0.93566429,0.00000000,0.00000000,0.00000000,1.00000000,0.93566429,0.00000000,1
0.363828,0.100216,3.630435,-1.00000000,0.00000000,0.93462228,0.00000000,0.00000000,0.00000000,1.00000000,0.93462228,0.00000000,1
0.366733,0.101013,3.630565,-1.00000000,0.00000000,0.93357185,0.00000000,0.00000000,0.00000000,1.00000000,0.93357185,0.00000000,1
0.369639,0.101809,3.630696,-1.00000000,0.00000000,0.93251300,0.00000000,0.00000000,0.00000000,1.00000000,0.93251300,0.00000000,1
0.372545,0.102606,3.630827,-1.00000000,0.00000000,0.93144573,0.00000000,0.00000000,0.00000000,1.00000000,0.93144573,0.00000000,1
0.375451,0.103403,3.630958,-1.00000000,0.00000000,0.93037004,0.00000000,0.00000000,0.00000000,1.00000000,0.93037004,0.00000000,1
0.378357,0.104199,3.631089,-1.00000000,0.00000000,0.92928593,0.00000000,0.00000000,0.00000000,1.00000000,0.92928593,0.00000000,1
0.381263,0.104996,3.631221,-1.00000000,0.00000000,0.92819340,0.00000000,0.00000000,0.00000000,1.00000000,0.92819340,0.00000000,1
0.384168,0.105792,3.631353,-1.00000000,0.00000000,0.92709244,0.00000000,0.00000000,0.00000000,1.00000000,0.92709244,0.00000000,1
0.387074,0.106588,3.631486,-1.00000000,0.00000000,0.92598306,0.00000000,0.00000000,0.00000000,1.00000000,0.92598306,0.00000000,1
0.389980,0.107385,3.631619,-1.00000000,0.00000000,0.92486525,0.00000000,0.00000000,0.00000000,1.00000000,0.92486525,0.00000000,1
0.392886,0.108181,3.631752,-1.00000000,0.00000000,0.92373901,0.00000000,0.00000000,0.00000000,1.00000000,0.92373901,0.00000000,1
0.395792,0.108977,3.631885,-1.00000000,0.00000000,0.92260434,0.00000000,0.00000000,0.00000000,1.00000000,0.92260434,0.00000000,1
0.398697,0.109773,3.632019,-1.00000000,0.00000000,0.92146124,0.00000000,0.00000000,0.00000000,1.00000000,0.92146124,0.00000000,1
0.401603,0.110569,3.632153,-1.00000000,0.00000000,0.92030971,0.00000000,0.00000000,0.00000000,1.00000000,0.92030971,0.00000000,1
0.404509,0.111365,3.632287,-1.00000000,0.00000000,0.91914974,0.00000000,0.00000000,0.00000000,1.00000000,0.91914974,0.00000000,1
0.407415,0.112161,3.632421,-1.00000000,0.00000000,0.91798134,0.00000000,0.00000000,0.00000000,1.00000000,0.91798134,0.00000000,1
0.410321,0.112956,3.632555,-1.00000000,0.00000000,0.91680450,0.00000000,0.00000000,0.00000000,1.00000000,0.91680450,0.00000000,1
0.413226,0.113752,3.632690,-1.00000000,0.00000000,0.91561922,0.00000000,0.00000000,0.00000000,1.00000000,0.91561922,0.00000000,1
0.416132,0.114548,3.632825,-1.00000000,0.00000000,0.91442551,0.00000000,-0.00000000,0.00000000,1.00000000,0.91442551,0.00000000,1
0.419038,0.115343,3.632960,-1.00000000,0.00000000,0.91322335,0.00000000,0.00000000,0.00000000,1.00000000,0.91322335,0.00000000,1
0.421944,0.116139,3.633094,-1.00000000,0.00000000,0.91201275,0.00000000,0.00000000,0.00000000,1.00000000,0.91201275,0.00000000,1
0.424850,0.116934,3.633229,-1.00000000,0.00000000,0.91079370,0.00000000,0.00000000,0.00000000,1.00000000,0.91079370,0.00000000,1
0.427756,0.117730,3.633365,-1.00000000,0.00000000,0.90956621,0.00000000,0.00000000,0.00000000,1.00000000,0.90956621,0.00000000,1
0.430661,0.118525,3.633500,-1.00000000,0.00000000,0.90833027,0.00000000,0.00000000,0.00000000,1.00000000,0.90833027,0.00000000,1
0.433567,0.119321,3.633635,-1.00000000,0.00000000,0.90708589,0.00000000,0.00000000,0.00000000,1.00000000,0.90708589,0.00000000,1
0.436473,0.120116,3.633770,-1.00000000,0.00000000,0.90583305,0.00000000,0.00000000,0.00000000,1.00000000,0.90583305,0.00000000,1
0.439379,0.120911,3.633905,-1.00000000,0.00000000,0.90457177,0.00000000,0.00000000,0.00000000,1.00000000,0.90457177,0.00000000,1
0.442285,0.121706,3.634040,-1.00000000,0.00000000,0.90330203,0.00000000,0.00000000,0.00000000,1.00000000,0.90330203,0.00000000,1
0.445190,0.122501,3.634175,-1.00000000,0.00000000,0.90202383,0.00000000,0.00000000,0.00000000,1.00000000,0.90202383,0.00000000,1
0.448096,0.123296,3.634310,-1.00000000,0.00000000,0.90073719,0.00000000,0.00000000,0.00000000,1.00000000,0.90073719,0.00000000,1
0.451002,0.124091,3.634444,-1.00000000,0.00000000,0.89944208,0.00000000,0.00000000,0.00000000,1.00000000,0.89944208,0.00000000,1
0.453908,0.124886,3.634579,-1.00000000,0.00000000,0.89813852,0.00000000,0.00000000,0.00000000,1.00000000,0.89813852,0.00000000,1
0.456814,0.125681,3.634714,-1.00000000,0.00000000,0.89682650,0.00000000,0.00000000,0.00000000,1.00000000,0.89682650,0.00000000,1
0.459719,0.126476,3.634848,-1.00000000,0.00000000,0.89550602,0.00000000,0.00000000,0.00000000,1.00000000,0.89550602,0.00000000,1
0.462625,0.127270,3.634982,-1.00000000,0.00000000,0.89417707,0.00000000,0.00000000,0.00000000,1.00000000,0.89417707,0.00000000,1
0.465531,0.128065,3.635116,-1.00000000,0.00000000,0.89283967,0.00000000,0.00000000,0.00000000,1.00000000,0.89283967,0.00000000,1
0.468437,0.128860,3.635249,-1.00000000,0.00000000,0.89149380,0.00000000,0.00000000,0.00000000,1.00000000,0.89149380,0.00000000,1
0.471343,0.129654,3.635383,-1.00000000,0.00000000,0.89013946,0.00000000,0.00000000,0.00000000,1.00000000,0.89013946,0.00000000,1
0.474248,0.130449,3.635516,-1.00000000,0.00000000,0.88877666,0.00000000,0.00000000,0.00000000,1.00000000,0.88877666,0.00000000,1
0.477154,0.131243,3.635649,-1.00000000,0.00000000,0.88740538,0.00000000,0.00000000,0.00000000,1.00000000,0.88740538,0.00000000,1
0.480060,0.132038,3.635781,-1.00000000,0.00000000,0.88602564,0.00000000,0.00000000,0.00000000,1.00000000,0.88602564,0.00000000,1
0.482966,0.132832,3.635913,-1.00000000,0.00000000,0.88463743,0.00000000,0.00000000,0.00000000,1.00000000,0.88463743,0.00000000,1
0.485872,0.133626,3.636045,-1.00000000,0.00000000,0.88324074,0.00000000,0.00000000,0.00000000,1.00000000,0.88324074,0.00000000,1
0.488778,0.134421,3.636176,-1.00000000,0.00000000,0.88183559,0.00000000,0.00000000,0.00000000,1.00000000,0.88183559,0.00000000,1
0.491683,0.135215,3.636307,-1.00000000,0.00000000,0.88042195,0.00000000,0.00000000,0.00000000,1.00000000,0.88042195,0.00000000,1
0.494589,0.136009,3.636437,-1.00000000,0.00000000,0.87899985,0.00000000,0.00000000,0.00000000,1.00000000,0.87899985,0.00000000,1
0.497495,0.136803,3.636567,-1.00000000,0.00000000,0.87756926,0.00000000,0.00000000,0.00000000,1.00000000,0.87756926,0.00000000,1
0.500401,0.137598,3.636697,-1.00000000,0.00000000,0.87613020,0.00000000,0.00000000,0.00000000,1.00000000,0.87613020,0.00000000,1
0.503307,0.138392,3.636825,-1.00000000,0.00000000,0.87468266,0.00000000,0.00000000,0.00000000,1.00000000,0.87468266,0.00000000,1
0.506212,0.139186,3.636954,-1.00000000,0.00000000,0.87322664,0.00000000,0.00000000,0.00000000,1.00000000,0.87322664,0.00000000,1
0.509118,0.139980,3.637082,-1.00000000,0.00000000,0.87176213,0.00000000,0.00000000,0.00000000,1.00000000,0.87176213,0.00000000,1
0.512024,0.140774,3.637209,-1.00000000,0.00000000,0.87028915,0.00000000,-0.00000000,0.00000000,1.00000000,0.87028915,0.00000000,1
0.514930,0.141568,3.637335,-1.00000000,0.00000000,0.86880768,0.00000000,0.00000000,0.00000000,1.00000000,0.86880768,0.00000000,1
0.517836,0.142362,3.637461,-1.00000000,0.00000000,0.86731772,0.00000000,0.00000000,0.00000000,1.00000000,0.86731772,0.00000000,1
0.520741,0.143156,3.637586,-1.00000000,0.00000000,0.86581928,0.00000000,0.00000000,0.00000000,1.00000000,0.86581928,0.00000000,1
0.523647,0.143950,3.637711,-1.00000000,0.00000000,0.86431236,0.00000000,0.00000000,0.00000000,1.00000000,0.86431236,0.00000000,1
0.526553,0.144744,3.637834,-1.00000000,0.00000000,0.86279694,0.00000000,0.00000000,0.00000000,1.00000000,0.86279694,0.00000000,1
0.529459,0.145537,3.637957,-1.00000000,0.00000000,0.86127304,0.00000000,0.00000000,0.00000000,1.00000000,0.86127304,0.00000000,1
0.532365,0.146331,3.638079,-1.00000000,0.00000000,0.85974064,0.00000000,0.00000000,0.00000000,1.00000000,0.85974064,0.00000000,1
0.535271,0.147125,3.638201,-1.00000000,0.00000000,0.85819976,0.00000000,0.00000000,0.00000000,1.00000000,0.85819976,0.00000000,1
0.538176,0.147919,3.638321,-1.00000000,0.00000000,0.85665038,0.00000000,0.00000000,0.00000000,1.00000000,0.85665038,0.00000000,1
0.541082,0.148713,3.638441,-1.00000000,0.00000000,0.85509251,0.00000000,0.00000000,0.00000000,1.00000000,0.85509251,0.00000000,1
0.543988,0.149506,3.638560,-1.00000000,0.00000000,0.85352614,0.00000000,-0.00000000,0.00000000,1.00000000,0.85352614,0.00000000,1
0.546894,0.150300,3.638677,-1.00000000,0.00000000,0.85195128,0.00000000,-0.00000000,0.00000000,1.00000000,0.85195128,0.00000000,1
0.549800,0.151094,3.638794,-1.00000000,0.00000000,0.85036792,0.00000000,-0.00000000,0.00000000,1.00000000,0.85036792,0.00000000,1
0.552705,0.151888,3.638910,-1.00000000,0.00000000,0.84877607,0.00000000,-0.00000000,0.00000000,1.00000000,0.84877607,0.00000000,1
0.555611,0.152681,3.639025,-1.00000000,0.00000000,0.84717571,0.00000000,-0.00000000,0.00000000,1.00000000,0.84717571,0.00000000,1
0.558517,0.153475,3.639139,-1.00000000,0.00000000,0.84556686,0.00000000,0.00000000,0.00000000,1.00000000,0.84556686,0.00000000,1
0.561423,0.154269,3.639251,-1.00000000,0.00000000,0.84394950,0.00000000,-0.00000000,0.00000000,1.00000000,0.84394950,0.00000000,1
0.564329,0.155062,3.639363,-1.00000000,0.00000000,0.84232364,0.00000000,0.00000000,0.00000000,1.00000000,0.84232364,0.00000000,1
0.567234,0.155856,3.639474,-1.00000000,0.00000000,0.84068927,0.00000000,0.00000000,0.00000000,1.00000000,0.84068927,0.00000000,1
0.570140,0.156650,3.639583,-1.00000000,0.00000000,0.83904640,0.00000000,-0.00000000,0.00000000,1.00000000,0.83904640,0.00000000,1
0.573046,0.157444,3.639691,-1.00000000,0.00000000,0.83739502,0.00000000,0.00000000,0.00000000,1.00000000,0.83739502,0.00000000,1
0.575952,0.158237,3.639798,-1.00000000,0.00000000,0.83573513,0.00000000,0.00000000,0.00000000,1.00000000,0.83573513,0.00000000,1
0.578858,0.159031,3.639903,-1.00000000,0.00000000,0.83406673,0.00000000,0.00000000,0.00000000,1.00000000,0.83406673,0.00000000,1
0.581764,0.159825,3.640008,-1.00000000,0.00000000,0.83238982,0.00000000,0.00000000,0.00000000,1.00000000,0.83238982,0.00000000,1
0.584669,0.160619,3.640111,-1.00000000,0.00000000,0.83070439,0.00000000,0.00000000,0.00000000,1.00000000,0.83070439,0.00000000,1
0.587575,0.161412,3.640212,-1.00000000,0.00000000,0.82901045,0.00000000,0.00000000,0.00000000,1.00000000,0.82901045,0.00000000,1
0.590481,0.162206,3.640313,-1.00000000,0.00000000,0.82730798,0.00000000,0.00000000,0.00000000,1.00000000,0.82730798,0.00000000,1
0.593387,0.163000,3.640411,-1.00000000,0.00000000,0.82559700,0.00000000,0.00000000,0.00000000,1.00000000,0.82559700,0.00000000,1
0.596293,0.163794,3.640509,-1.00000000,0.00000000,0.82387749,0.00000000,-0.00000000,0.00000000,1.00000000,0.82387749,0.00000000,1
0.599198,0.164588,3.640605,-1.00000000,0.00000000,0.82214946,0.00000000,-0.00000000,0.00000000,1.00000000,0.82214946,0.00000000,1
0.602104,0.165381,3.640699,-1.00000000,0.00000000,0.82041290,0.00000000,0.00000000,0.00000000,1.00000000,0.82041290,0.00000000,1
0.605010,0.166175,3.640792,-1.00000000,0.00000000,0.81866780,0.00000000,0.00000000,0.00000000,1.00000000,0.81866780,0.00000000,1
0.607916,0.166969,3.640883,-1.00000000,0.00000000,0.81691417,0.00000000,0.00000000,0.00000000,1.00000000,0.81691417,0.00000000,1
0.610822,0.167763,3.640972,-1.00000000,0.00000000,0.81515201,0.00000000,0.00000000,0.00000000,1.00000000,0.81515201,0.00000000,1
0.613727,0.168557,3.641060,-1.00000000,0.00000000,0.81338130,0.00000000,0.00000000,0.00000000,1.00000000,0.81338130,0.00000000,1
0.616633,0.169351,3.641146,-1.00000000,0.00000000,0.81160205,0.00000000,0.00000000,0.00000000,1.00000000,0.81160205,0.00000000,1
0.619539,0.170146,3.641230,-1.00000000,0.00000000,0.80981425,0.00000000,0.00000000,0.00000000,1.00000000,0.80981425,0.00000000,1
0.622445,0.170940,3.641312,-1.00000000,0.00000000,0.80801790,0.00000000,0.00000000,0.00000000,1.00000000,0.80801790,0.00000000,1
0.625351,0.171734,3.641392,-1.00000000,0.00000000,0.80621300,0.00000000,0.00000000,0.00000000,1.00000000,0.80621300,0.00000000,1
0.628257,0.172528,3.641471,-1.00000000,0.00000000,0.80439954,0.00000000,-0.00000000,0.00000000,1.00000000,0.80439954,0.00000000,1
0.631162,0.173323,3.641548,-1.00000000,0.00000000,0.80257752,0.00000000,-0.00000000,0.00000000,1.00000000,0.80257752,0.00000000,1
0.634068,0.174117,3.641622,-1.00000000,0.00000000,0.80074694,0.00000000,0.00000000,0.00000000,1.00000000,0.80074694,0.00000000,1
0.636974,0.174911,3.641695,-1.00000000,0.00000000,0.79890780,0.00000000,0.00000000,0.00000000,1.00000000,0.79890780,0.00000000,1
0.639880,0.175706,3.641766,-1.00000000,0.00000000,0.79706009,0.00000000,0.00000000,0.00000000,1.00000000,0.79706009,0.00000000,1
0.642786,0.176500,3.641834,-1.00000000,0.00000000,0.79520381,0.00000000,-0.00000000,0.00000000,1.00000000,0.79520381,0.00000000,1
